TIMESTAMP,主爐爐底1,主爐爐底2,主爐爐底3,CHART_PARA_INDEX
"501","1","主爐爐底1","1319.400024414","℃","2016/12/4 上午 05:52:00","2016/12/4 上午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.599975586","℃","2016/12/4 上午 06:02:00","2016/12/4 上午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.099975586","℃","2016/12/4 上午 06:12:00","2016/12/4 上午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1320.099975586","℃","2016/12/4 上午 06:18:00","2016/12/4 上午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.900024414","℃","2016/12/4 上午 06:32:00","2016/12/4 上午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.900024414","℃","2016/12/4 上午 06:39:00","2016/12/4 上午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.900024414","℃","2016/12/4 上午 06:55:00","2016/12/4 上午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.599975586","℃","2016/12/4 上午 07:12:00","2016/12/4 上午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.400024414","℃","2016/12/4 上午 07:22:00","2016/12/4 上午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.599975586","℃","2016/12/4 上午 07:30:00","2016/12/4 上午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.599975586","℃","2016/12/4 上午 07:37:00","2016/12/4 上午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.400024414","℃","2016/12/4 上午 07:48:00","2016/12/4 上午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.400024414","℃","2016/12/4 上午 07:59:00","2016/12/4 上午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.599975586","℃","2016/12/4 上午 08:10:00","2016/12/4 上午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.599975586","℃","2016/12/4 上午 08:22:00","2016/12/4 上午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.599975586","℃","2016/12/4 上午 08:32:00","2016/12/4 上午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.599975586","℃","2016/12/4 上午 08:42:00","2016/12/4 上午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.599975586","℃","2016/12/4 上午 08:50:00","2016/12/4 上午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.599975586","℃","2016/12/4 上午 08:56:00","2016/12/4 上午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.400024414","℃","2016/12/4 上午 09:08:00","2016/12/4 上午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1319.400024414","℃","2016/12/4 上午 09:21:00","2016/12/4 上午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1318.699951172","℃","2016/12/4 上午 09:29:00","2016/12/4 上午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1318.300048828","℃","2016/12/4 上午 09:41:00","2016/12/4 上午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1318.000000000","℃","2016/12/4 上午 09:50:00","2016/12/4 上午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1317.599975586","℃","2016/12/4 上午 09:57:00","2016/12/4 上午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1317.099975586","℃","2016/12/4 上午 10:12:00","2016/12/4 上午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1317.099975586","℃","2016/12/4 上午 10:22:00","2016/12/4 上午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.900024414","℃","2016/12/4 上午 10:31:00","2016/12/4 上午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.699951172","℃","2016/12/4 上午 10:42:00","2016/12/4 上午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.699951172","℃","2016/12/4 上午 10:46:00","2016/12/4 上午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.900024414","℃","2016/12/4 上午 11:02:00","2016/12/4 上午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.000000000","℃","2016/12/4 上午 11:09:00","2016/12/4 上午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1315.500000000","℃","2016/12/4 上午 11:22:00","2016/12/4 上午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1315.000000000","℃","2016/12/4 上午 11:32:00","2016/12/4 上午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.800048828","℃","2016/12/4 上午 11:40:00","2016/12/4 上午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.599975586","℃","2016/12/4 上午 11:46:00","2016/12/4 上午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.599975586","℃","2016/12/4 上午 11:59:00","2016/12/4 上午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.400024414","℃","2016/12/4 下午 12:11:00","2016/12/4 下午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.800048828","℃","2016/12/4 下午 12:22:00","2016/12/4 下午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.800048828","℃","2016/12/4 下午 12:30:00","2016/12/4 下午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.800048828","℃","2016/12/4 下午 12:40:00","2016/12/4 下午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.800048828","℃","2016/12/4 下午 12:50:00","2016/12/4 下午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.400024414","℃","2016/12/4 下午 12:57:00","2016/12/4 下午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.400024414","℃","2016/12/4 下午 01:12:00","2016/12/4 下午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.599975586","℃","2016/12/4 下午 01:17:00","2016/12/4 下午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.800048828","℃","2016/12/4 下午 01:26:00","2016/12/4 下午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.599975586","℃","2016/12/4 下午 01:41:00","2016/12/4 下午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.800048828","℃","2016/12/4 下午 02:02:00","2016/12/4 下午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.800048828","℃","2016/12/4 下午 02:12:00","2016/12/4 下午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.800048828","℃","2016/12/4 下午 02:22:00","2016/12/4 下午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.599975586","℃","2016/12/4 下午 02:32:00","2016/12/4 下午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.800048828","℃","2016/12/4 下午 02:41:00","2016/12/4 下午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1315.000000000","℃","2016/12/4 下午 02:51:00","2016/12/4 下午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.800048828","℃","2016/12/4 下午 03:02:00","2016/12/4 下午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.800048828","℃","2016/12/4 下午 03:11:00","2016/12/4 下午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1315.000000000","℃","2016/12/4 下午 03:17:00","2016/12/4 下午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.800048828","℃","2016/12/4 下午 03:26:00","2016/12/4 下午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1315.000000000","℃","2016/12/4 下午 03:42:00","2016/12/4 下午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1315.000000000","℃","2016/12/4 下午 03:49:00","2016/12/4 下午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1315.500000000","℃","2016/12/4 下午 04:02:00","2016/12/4 下午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1315.500000000","℃","2016/12/4 下午 04:11:00","2016/12/4 下午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1315.300048828","℃","2016/12/4 下午 04:20:00","2016/12/4 下午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1315.300048828","℃","2016/12/4 下午 04:32:00","2016/12/4 下午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1315.000000000","℃","2016/12/4 下午 04:42:00","2016/12/4 下午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.800048828","℃","2016/12/4 下午 04:52:00","2016/12/4 下午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1314.800048828","℃","2016/12/4 下午 05:02:00","2016/12/4 下午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1315.300048828","℃","2016/12/4 下午 05:13:00","2016/12/4 下午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.000000000","℃","2016/12/4 下午 05:22:00","2016/12/4 下午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.000000000","℃","2016/12/4 下午 05:27:00","2016/12/4 下午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.000000000","℃","2016/12/4 下午 05:42:00","2016/12/4 下午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1315.699951172","℃","2016/12/4 下午 05:52:00","2016/12/4 下午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1315.699951172","℃","2016/12/4 下午 06:01:00","2016/12/4 下午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.000000000","℃","2016/12/4 下午 06:12:00","2016/12/4 下午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1315.699951172","℃","2016/12/4 下午 06:22:00","2016/12/4 下午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1315.699951172","℃","2016/12/4 下午 06:30:00","2016/12/4 下午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1315.500000000","℃","2016/12/4 下午 06:43:00","2016/12/4 下午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1315.300048828","℃","2016/12/4 下午 06:53:00","2016/12/4 下午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1315.000000000","℃","2016/12/4 下午 07:03:00","2016/12/4 下午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.000000000","℃","2016/12/4 下午 07:13:00","2016/12/4 下午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.400024414","℃","2016/12/4 下午 07:19:00","2016/12/4 下午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.400024414","℃","2016/12/4 下午 07:33:00","2016/12/4 下午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.000000000","℃","2016/12/4 下午 07:42:00","2016/12/4 下午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.000000000","℃","2016/12/4 下午 07:51:00","2016/12/4 下午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.000000000","℃","2016/12/4 下午 07:55:00","2016/12/4 下午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.000000000","℃","2016/12/4 下午 08:10:00","2016/12/4 下午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.000000000","℃","2016/12/4 下午 08:19:00","2016/12/4 下午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.000000000","℃","2016/12/4 下午 08:30:00","2016/12/4 下午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.000000000","℃","2016/12/4 下午 08:41:00","2016/12/4 下午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
