TIMESTAMP,主爐爐底1,主爐爐底2,主爐爐底3,CHART_PARA_INDEX
"501","1","主爐爐底1","1317.599975586","℃","2016/12/4 下午 09:43:00","2016/12/4 下午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1317.099975586","℃","2016/12/4 下午 09:53:00","2016/12/4 下午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1317.599975586","℃","2016/12/4 下午 10:03:00","2016/12/4 下午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1317.300048828","℃","2016/12/4 下午 10:10:00","2016/12/4 下午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1317.099975586","℃","2016/12/4 下午 10:22:00","2016/12/4 下午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1317.099975586","℃","2016/12/4 下午 10:29:00","2016/12/4 下午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1317.099975586","℃","2016/12/4 下午 10:39:00","2016/12/4 下午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1316.699951172","℃","2016/12/4 下午 10:50:00","2016/12/4 下午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
SITE_ID,FURN_ITEM_INDEX,ITEM_NAME,VALUE,UNIT,RPT_DATETIME,RPT_TIMEHOUR,LCL,UCL,LSL,USL,APPLY_DATE,BYVAL,STDDEV
"501","2","主爐爐底2","1316.699951172","℃","2016/12/1 下午 10:53:00","2016/12/1 下午 10:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.099975586","℃","2016/12/1 下午 11:03:00","2016/12/1 下午 11:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.300048828","℃","2016/12/1 下午 11:09:00","2016/12/1 下午 11:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.800048828","℃","2016/12/1 下午 11:21:00","2016/12/1 下午 11:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.300048828","℃","2016/12/1 下午 11:31:00","2016/12/1 下午 11:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.900024414","℃","2016/12/1 下午 11:41:00","2016/12/1 下午 11:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.900024414","℃","2016/12/1 下午 11:53:00","2016/12/1 下午 11:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.400024414","℃","2016/12/2 上午 12:03:00","2016/12/2 上午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.400024414","℃","2016/12/2 上午 12:12:00","2016/12/2 上午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.400024414","℃","2016/12/2 上午 12:21:00","2016/12/2 上午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.199951172","℃","2016/12/2 上午 12:33:00","2016/12/2 上午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.199951172","℃","2016/12/2 上午 12:35:00","2016/12/2 上午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.199951172","℃","2016/12/2 上午 12:48:00","2016/12/2 上午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.900024414","℃","2016/12/2 上午 01:03:00","2016/12/2 上午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.900024414","℃","2016/12/2 上午 01:31:00","2016/12/2 上午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.699951172","℃","2016/12/2 上午 01:39:00","2016/12/2 上午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.500000000","℃","2016/12/2 上午 01:48:00","2016/12/2 上午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.900024414","℃","2016/12/2 上午 02:01:00","2016/12/2 上午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.400024414","℃","2016/12/2 上午 02:10:00","2016/12/2 上午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1320.099975586","℃","2016/12/2 上午 02:19:00","2016/12/2 上午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1320.099975586","℃","2016/12/2 上午 02:30:00","2016/12/2 上午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1320.500000000","℃","2016/12/2 上午 02:42:00","2016/12/2 上午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1320.500000000","℃","2016/12/2 上午 02:47:00","2016/12/2 上午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1320.699951172","℃","2016/12/2 上午 03:02:00","2016/12/2 上午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1320.699951172","℃","2016/12/2 上午 03:13:00","2016/12/2 上午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1320.699951172","℃","2016/12/2 上午 03:23:00","2016/12/2 上午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1321.099975586","℃","2016/12/2 上午 03:33:00","2016/12/2 上午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1320.699951172","℃","2016/12/2 上午 03:43:00","2016/12/2 上午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1320.500000000","℃","2016/12/2 上午 03:53:00","2016/12/2 上午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1320.099975586","℃","2016/12/2 上午 04:00:00","2016/12/2 上午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.400024414","℃","2016/12/2 上午 04:11:00","2016/12/2 上午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.199951172","℃","2016/12/2 上午 04:17:00","2016/12/2 上午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.900024414","℃","2016/12/2 上午 04:27:00","2016/12/2 上午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.900024414","℃","2016/12/2 上午 04:41:00","2016/12/2 上午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.400024414","℃","2016/12/2 上午 04:53:00","2016/12/2 上午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.199951172","℃","2016/12/2 上午 04:58:00","2016/12/2 上午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.400024414","℃","2016/12/2 上午 05:12:00","2016/12/2 上午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.599975586","℃","2016/12/2 上午 05:17:00","2016/12/2 上午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.400024414","℃","2016/12/2 上午 05:29:00","2016/12/2 上午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.599975586","℃","2016/12/2 上午 05:35:00","2016/12/2 上午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.900024414","℃","2016/12/2 上午 05:48:00","2016/12/2 上午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.900024414","℃","2016/12/2 上午 06:03:00","2016/12/2 上午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1320.099975586","℃","2016/12/2 上午 06:12:00","2016/12/2 上午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.900024414","℃","2016/12/2 上午 06:23:00","2016/12/2 上午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.599975586","℃","2016/12/2 上午 06:32:00","2016/12/2 上午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.400024414","℃","2016/12/2 上午 06:53:00","2016/12/2 上午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.900024414","℃","2016/12/2 上午 06:57:00","2016/12/2 上午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1319.199951172","℃","2016/12/2 上午 07:10:00","2016/12/2 上午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.699951172","℃","2016/12/2 上午 07:19:00","2016/12/2 上午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.300048828","℃","2016/12/2 上午 07:33:00","2016/12/2 上午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.300048828","℃","2016/12/2 上午 07:37:00","2016/12/2 上午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.800048828","℃","2016/12/2 上午 07:51:00","2016/12/2 上午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.300048828","℃","2016/12/2 上午 08:00:00","2016/12/2 上午 08:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.699951172","℃","2016/12/2 上午 08:23:00","2016/12/2 上午 08:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.400024414","℃","2016/12/2 上午 08:30:00","2016/12/2 上午 08:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.000000000","℃","2016/12/2 上午 08:41:00","2016/12/2 上午 08:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.000000000","℃","2016/12/2 上午 08:59:00","2016/12/2 上午 08:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.199951172","℃","2016/12/2 上午 09:09:00","2016/12/2 上午 09:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.099975586","℃","2016/12/2 上午 09:21:00","2016/12/2 上午 09:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.099975586","℃","2016/12/2 上午 09:32:00","2016/12/2 上午 09:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.099975586","℃","2016/12/2 上午 09:42:00","2016/12/2 上午 09:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.300048828","℃","2016/12/2 上午 09:53:00","2016/12/2 上午 09:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.099975586","℃","2016/12/2 上午 10:01:00","2016/12/2 上午 10:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.900024414","℃","2016/12/2 上午 10:06:00","2016/12/2 上午 10:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.199951172","℃","2016/12/2 上午 10:20:00","2016/12/2 上午 10:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.699951172","℃","2016/12/2 上午 10:29:00","2016/12/2 上午 10:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.199951172","℃","2016/12/2 上午 10:43:00","2016/12/2 上午 10:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.099975586","℃","2016/12/2 上午 10:52:00","2016/12/2 上午 10:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.599975586","℃","2016/12/2 上午 11:02:00","2016/12/2 上午 11:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.300048828","℃","2016/12/2 上午 11:06:00","2016/12/2 上午 11:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.800048828","℃","2016/12/2 上午 11:20:00","2016/12/2 上午 11:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.000000000","℃","2016/12/2 上午 11:34:00","2016/12/2 上午 11:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.000000000","℃","2016/12/2 上午 11:51:00","2016/12/2 上午 11:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.500000000","℃","2016/12/2 上午 11:57:00","2016/12/2 上午 11:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.300048828","℃","2016/12/2 下午 12:06:00","2016/12/2 下午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.000000000","℃","2016/12/2 下午 12:17:00","2016/12/2 下午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.599975586","℃","2016/12/2 下午 12:32:00","2016/12/2 下午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.300048828","℃","2016/12/2 下午 12:42:00","2016/12/2 下午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.800048828","℃","2016/12/2 下午 12:53:00","2016/12/2 下午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.900024414","℃","2016/12/2 下午 01:02:00","2016/12/2 下午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.699951172","℃","2016/12/2 下午 01:04:00","2016/12/2 下午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.400024414","℃","2016/12/2 下午 01:23:00","2016/12/2 下午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.400024414","℃","2016/12/2 下午 01:30:00","2016/12/2 下午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.400024414","℃","2016/12/2 下午 01:36:00","2016/12/2 下午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.400024414","℃","2016/12/2 下午 01:53:00","2016/12/2 下午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.400024414","℃","2016/12/2 下午 02:02:00","2016/12/2 下午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.199951172","℃","2016/12/2 下午 02:13:00","2016/12/2 下午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.199951172","℃","2016/12/2 下午 02:23:00","2016/12/2 下午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.699951172","℃","2016/12/2 下午 02:32:00","2016/12/2 下午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.199951172","℃","2016/12/2 下午 02:41:00","2016/12/2 下午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.400024414","℃","2016/12/2 下午 03:02:00","2016/12/2 下午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.900024414","℃","2016/12/2 下午 03:13:00","2016/12/2 下午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.300048828","℃","2016/12/2 下午 03:30:00","2016/12/2 下午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.099975586","℃","2016/12/2 下午 03:42:00","2016/12/2 下午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.300048828","℃","2016/12/2 下午 03:51:00","2016/12/2 下午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.099975586","℃","2016/12/2 下午 04:03:00","2016/12/2 下午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.699951172","℃","2016/12/2 下午 04:11:00","2016/12/2 下午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.099975586","℃","2016/12/2 下午 04:23:00","2016/12/2 下午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.900024414","℃","2016/12/2 下午 04:29:00","2016/12/2 下午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.699951172","℃","2016/12/2 下午 04:34:00","2016/12/2 下午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.900024414","℃","2016/12/2 下午 04:52:00","2016/12/2 下午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.300048828","℃","2016/12/2 下午 05:00:00","2016/12/2 下午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.099975586","℃","2016/12/2 下午 05:16:00","2016/12/2 下午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.900024414","℃","2016/12/2 下午 05:39:00","2016/12/2 下午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.099975586","℃","2016/12/2 下午 05:51:00","2016/12/2 下午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.099975586","℃","2016/12/2 下午 06:03:00","2016/12/2 下午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.900024414","℃","2016/12/2 下午 06:10:00","2016/12/2 下午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.400024414","℃","2016/12/2 下午 06:22:00","2016/12/2 下午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.199951172","℃","2016/12/2 下午 06:30:00","2016/12/2 下午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.699951172","℃","2016/12/2 下午 06:43:00","2016/12/2 下午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.500000000","℃","2016/12/2 下午 06:51:00","2016/12/2 下午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.699951172","℃","2016/12/2 下午 07:00:00","2016/12/2 下午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.500000000","℃","2016/12/2 下午 07:11:00","2016/12/2 下午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.699951172","℃","2016/12/2 下午 07:18:00","2016/12/2 下午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.400024414","℃","2016/12/2 下午 07:31:00","2016/12/2 下午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.099975586","℃","2016/12/2 下午 07:43:00","2016/12/2 下午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.800048828","℃","2016/12/2 下午 07:49:00","2016/12/2 下午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.300048828","℃","2016/12/2 下午 08:02:00","2016/12/2 下午 08:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.699951172","℃","2016/12/2 下午 08:08:00","2016/12/2 下午 08:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.500000000","℃","2016/12/2 下午 08:20:00","2016/12/2 下午 08:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.300048828","℃","2016/12/2 下午 08:33:00","2016/12/2 下午 08:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.699951172","℃","2016/12/2 下午 08:36:00","2016/12/2 下午 08:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.500000000","℃","2016/12/2 下午 08:51:00","2016/12/2 下午 08:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.300048828","℃","2016/12/2 下午 09:11:00","2016/12/2 下午 09:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.000000000","℃","2016/12/2 下午 09:22:00","2016/12/2 下午 09:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.300048828","℃","2016/12/2 下午 09:30:00","2016/12/2 下午 09:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1318.000000000","℃","2016/12/2 下午 09:42:00","2016/12/2 下午 09:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.800048828","℃","2016/12/2 下午 09:58:00","2016/12/2 下午 09:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.599975586","℃","2016/12/2 下午 10:11:00","2016/12/2 下午 10:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1317.599975586","℃","2016/12/2 下午 10:21:00","2016/12/2 下午 10:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.900024414","℃","2016/12/2 下午 10:30:00","2016/12/2 下午 10:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1316.199951172","℃","2016/12/2 下午 10:42:00","2016/12/2 下午 10:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.699951172","℃","2016/12/2 下午 10:51:00","2016/12/2 下午 10:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.699951172","℃","2016/12/2 下午 11:02:00","2016/12/2 下午 11:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.300048828","℃","2016/12/2 下午 11:13:00","2016/12/2 下午 11:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1314.599975586","℃","2016/12/2 下午 11:21:00","2016/12/2 下午 11:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1314.099975586","℃","2016/12/2 下午 11:27:00","2016/12/2 下午 11:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1314.099975586","℃","2016/12/2 下午 11:49:00","2016/12/2 下午 11:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1313.900024414","℃","2016/12/3 上午 12:01:00","2016/12/3 上午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1313.400024414","℃","2016/12/3 上午 12:21:00","2016/12/3 上午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1313.199951172","℃","2016/12/3 上午 12:24:00","2016/12/3 上午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1313.699951172","℃","2016/12/3 上午 12:40:00","2016/12/3 上午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1313.900024414","℃","2016/12/3 上午 12:46:00","2016/12/3 上午 12:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1314.400024414","℃","2016/12/3 上午 01:03:00","2016/12/3 上午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.300048828","℃","2016/12/3 上午 01:11:00","2016/12/3 上午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.300048828","℃","2016/12/3 上午 01:21:00","2016/12/3 上午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.699951172","℃","2016/12/3 上午 01:32:00","2016/12/3 上午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.500000000","℃","2016/12/3 上午 01:41:00","2016/12/3 上午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.500000000","℃","2016/12/3 上午 01:53:00","2016/12/3 上午 01:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.500000000","℃","2016/12/3 上午 02:02:00","2016/12/3 上午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.300048828","℃","2016/12/3 上午 02:12:00","2016/12/3 上午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1314.599975586","℃","2016/12/3 上午 02:23:00","2016/12/3 上午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1314.400024414","℃","2016/12/3 上午 02:27:00","2016/12/3 上午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1314.599975586","℃","2016/12/3 上午 02:34:00","2016/12/3 上午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1314.400024414","℃","2016/12/3 上午 02:45:00","2016/12/3 上午 02:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1314.400024414","℃","2016/12/3 上午 03:02:00","2016/12/3 上午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.000000000","℃","2016/12/3 上午 03:11:00","2016/12/3 上午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.500000000","℃","2016/12/3 上午 03:23:00","2016/12/3 上午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.500000000","℃","2016/12/3 上午 03:33:00","2016/12/3 上午 03:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.300048828","℃","2016/12/3 上午 04:03:00","2016/12/3 上午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.699951172","℃","2016/12/3 上午 04:12:00","2016/12/3 上午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.500000000","℃","2016/12/3 上午 04:18:00","2016/12/3 上午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.300048828","℃","2016/12/3 上午 04:25:00","2016/12/3 上午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.300048828","℃","2016/12/3 上午 04:38:00","2016/12/3 上午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1314.800048828","℃","2016/12/3 上午 04:49:00","2016/12/3 上午 04:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1315.000000000","℃","2016/12/3 上午 05:02:00","2016/12/3 上午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1314.599975586","℃","2016/12/3 上午 05:12:00","2016/12/3 上午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1314.400024414","℃","2016/12/3 上午 05:21:00","2016/12/3 上午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1314.599975586","℃","2016/12/3 上午 05:27:00","2016/12/3 上午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1314.400024414","℃","2016/12/3 上午 05:37:00","2016/12/3 上午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1314.800048828","℃","2016/12/3 上午 05:48:00","2016/12/3 上午 05:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1314.800048828","℃","2016/12/3 上午 06:08:00","2016/12/3 上午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1314.599975586","℃","2016/12/3 上午 06:18:00","2016/12/3 上午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1313.699951172","℃","2016/12/3 上午 06:32:00","2016/12/3 上午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1313.000000000","℃","2016/12/3 上午 06:51:00","2016/12/3 上午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1312.300048828","℃","2016/12/3 上午 06:59:00","2016/12/3 上午 06:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1312.300048828","℃","2016/12/3 上午 07:08:00","2016/12/3 上午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1311.800048828","℃","2016/12/3 上午 07:18:00","2016/12/3 上午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1311.800048828","℃","2016/12/3 上午 07:30:00","2016/12/3 上午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1312.099975586","℃","2016/12/3 上午 07:36:00","2016/12/3 上午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1311.800048828","℃","2016/12/3 上午 07:51:00","2016/12/3 上午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1312.300048828","℃","2016/12/3 上午 07:57:00","2016/12/3 上午 07:00:00","","","","","","0","7.36150739338175"
"501","2","主爐爐底2","1312.500000000","℃","2016/12/3 上午 08:22:00","2016/12/3 上午 08:00:00","","","","","","0","7.36150739338175"
